"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2410","TC0X00010982.hg.1","CDR1","1038","cerebellar degeneration related protein 1",0.41090052625671,3.93688304870921,1.29027982580771,0.214175530380503,0.496775691899092,-5.97270463763559
"2411","TC0X00011012.hg.1","SLITRK4","139065","SLIT and NTRK like family member 4",0.0314211965413929,4.42705499967648,0.106219139962727,0.916648006955226,0.974097680730818,-6.79697872519421
"2412","TC0X00011083.hg.1","TMEM185A","84548","transmembrane protein 185A",-0.426648861877069,5.48843481860218,-2.25720220707458,0.0374003780940908,0.168519991567927,-4.47571617718269
"2413","TC0X00011102.hg.1","CD99L2","83692","CD99 molecule like 2",-0.239974704275597,6.78256020765089,-0.947138066691019,0.356797584137166,0.665461056654712,-6.34584514253201
"2414","TC0X00011180.hg.1","RENBP","5973","renin binding protein",-0.28342214545278,7.53435679826029,-1.26994222873833,0.221161026781303,0.508395968263522,-5.9975165401086
"2415","TC0X00011198.hg.1","DNASE1L1","1774","deoxyribonuclease 1 like 1",-0.269955612893789,7.65205317534645,-1.25492568110112,0.226432142780503,0.513882256422974,-6.01562793386309
"2416","TC0X00011226.hg.1","F8","2157","coagulation factor VIII",0.488387977294976,6.3439804093962,1.85392133833271,0.0811300888997059,0.274323661146223,-5.16746798575557
"2417","TC0X00011238.hg.1","CLIC2","1193","chloride intracellular channel 2",0.395901923539892,8.53437561710545,2.08624885961228,0.0522836596051356,0.205583965442265,-4.77879060995944
"2418","TC0X00011248.hg.1","TMLHE","55217","trimethyllysine hydroxylase, epsilon",-0.381245787061204,5.95725640626626,-1.47067689799058,0.159589553959012,0.420753199356134,-5.73883823895312
"2419","TC0X00011274.hg.1","TCEANC","170082","transcription elongation factor A N-terminal and central domain containing",0.00167722804792181,4.63689933647797,0.0067135731036384,0.994721297805747,0.999598054610744,-6.80285304762543
"2420","TC0X00011278.hg.1","PRRG1","5638","proline rich and Gla domain 1",-0.183315139987799,4.99345000410675,-0.688830124155752,0.500195352616017,0.778791554056265,-6.55818723387497
"2421","TC0X00011305.hg.1","NHSL2","340527","NHS like 2",0.134450456229601,4.62787012990546,0.581450041068798,0.568544025059401,0.825110901070895,-6.6278356731365
"2422","TC0X00011309.hg.1","HNRNPH2","3188","heterogeneous nuclear ribonucleoprotein H2",0.0927125333465888,9.31441204286475,0.488968042586362,0.631093577399737,0.856659306307738,-6.67873025826338
"2423","TC0X00011334.hg.1","BRCC3","79184","BRCA1/BRCA2-containing complex subunit 3",-0.231481735191563,6.82172271283538,-1.09826444927387,0.287354198731263,0.595414386531357,-6.19370142120996
"2424","TC0X00011338.hg.1","ARSD","414","arylsulfatase D",-0.0746412441639359,7.02008702269388,-0.262935188566774,0.795750907047341,0.931493101198707,-6.76679844506951
"2425","TC0X00011397.hg.1","RTL8B","441518","retrotransposon Gag like 8B",-0.417123832951622,6.1876439084017,-1.73602878389096,0.100589626376345,0.313758349747629,-5.35316408106527
"2426","TC0Y00006433.hg.1","PLCXD1","55344","phosphatidylinositol specific phospholipase C X domain containing 1",-0.0296414457701282,5.38179814741328,-0.105366877010123,0.917314166829877,0.974317638329739,-6.79707295944219
"2427","TC0Y00006452.hg.1","IL3RA","3563","interleukin 3 receptor subunit alpha",0.0611085535867195,6.81803451964145,0.257998901032192,0.799495563925734,0.932811952671033,-6.76813773445078
"2428","TC0Y00006487.hg.1","ZFY","7544","zinc finger protein Y-linked",0.867780345455192,8.18595567551834,3.36479728153817,0.00366450294654407,0.0358857878401525,-2.27893789475028
"2429","TC0Y00006632.hg.1","DDX3Y","8653","DEAD-box helicase 3 Y-linked",0.325663116776669,8.69301153600619,0.152720378080493,0.880411245557534,0.96376422112578,-6.79068868106242
"2430","TC0Y00006722.hg.1","TXLNGY","246126","taxilin gamma pseudogene, Y-linked",0.107381216046496,3.81382887776202,0.230571310303867,0.820391265394542,0.942707105261106,-6.77512023441603
"2431","TC0Y00006730.hg.1","EIF1AY","9086","eukaryotic translation initiation factor 1A Y-linked",0.221100573996224,6.08223245316839,0.274195125579556,0.787228447788536,0.926812822722129,-6.76364927445236
"2432","TC0Y00006732.hg.1","RPS4Y2","140032","ribosomal protein S4 Y-linked 2",0.153789893017653,3.67248628174656,0.4938937416804,0.627682302920767,0.855683939690682,-6.67623442757007
"2433","TC0Y00007074.hg.1","UTY","7404","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",-0.249485657018709,6.93218185903951,-0.328505079549054,0.746529276072123,0.913358767613916,-6.74662517917872
"2434","TC0Y00007160.hg.1","KDM5D","8284","lysine demethylase 5D",0.131699788621326,5.5731757163548,0.226165850066856,0.823761012676001,0.944212256636185,-6.77616917742994
"2435","TC0Y00007240.hg.1","CSPG4P1Y","114758","CSPG4 pseudogene 1 Y-linked",-0.0381472839097761,3.22180151948633,-0.152063800230889,0.880921196196999,0.96376422112578,-6.79079318124457
"2436","TC0Y00007322.hg.1","RPS4Y1","6192","ribosomal protein S4 Y-linked 1",0.27359448394942,7.23032208610521,0.243611116733149,0.810438491512726,0.937316128011722,-6.77189764053544
"2437","TC1000006464.hg.1","GTPBP4","23560","GTP binding protein 4",0.427471816589605,8.27390965362094,2.30052405840232,0.0343084669088941,0.159395003733197,-4.39686018293129
"2438","TC1000006617.hg.1","NET1","10276","neuroepithelial cell transforming 1",-0.340346971103891,7.11414475166888,-1.39051001329766,0.18225596994126,0.453876157402105,-5.84576669295636
"2439","TC1000006652.hg.1","PFKFB3","5209","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",1.45292040253309,9.38270996921461,7.02059099244837,2.02339272045986e-06,0.000199411810237661,5.1495853107608
"2440","TC1000006707.hg.1","GATA3","2625","GATA binding protein 3",0.101713567176366,4.38889718854588,0.394278457580741,0.698262492313216,0.889999594436338,-6.72195831482572
"2441","TC1000006782.hg.1","ECHDC3","79746","enoyl-CoA hydratase domain containing 3",-0.0611984099612872,4.99021911047487,-0.115350262032626,0.909514894051824,0.972230918470953,-6.79592153347694
"2442","TC1000006794.hg.1","DHTKD1","55526","dehydrogenase E1 and transketolase domain containing 1",-0.0684541437092934,6.29838081618148,-0.28084243836289,0.782210138293734,0.925573891792462,-6.7617287311609
"2443","TC1000006816.hg.1","OPTN","10133","optineurin",0.198983616213441,7.95895075014528,0.673776498043497,0.509483683357971,0.785595346642517,-6.56862579787787
"2444","TC1000006819.hg.1","MCM10","55388","minichromosome maintenance 10 replication initiation factor",-0.503922118828924,4.15658033164268,-1.87372820238922,0.0782087539520319,0.268144299264109,-5.13547191723169
"2445","TC1000006911.hg.1","TMEM236","653567","transmembrane protein 236",0.0287559156708665,4.55395828079971,0.0907351768665347,0.928760283804559,0.97862093598333,-6.79857252138398
"2446","TC1000006912.hg.1","MRC1","4360","mannose receptor C-type 1",-0.00734934185970459,9.24653052794419,-0.0164123058861563,0.987095955403291,0.999105047282686,-6.80273576173325
"2447","TC1000006924.hg.1","ARL5B","221079","ADP ribosylation factor like GTPase 5B",0.971587037196631,9.89853138492071,4.71790904083407,0.000196938249193102,0.0050398782887428,0.594709993195001
"2448","TC1000006975.hg.1","MLLT10","8028","MLLT10 histone lysine methyltransferase DOT1L cofactor",-0.207874410324798,6.88970150832374,-1.02457859273429,0.319877400755343,0.627997991756996,-6.2703630437279
"2449","TC1000007010.hg.1","MSRB2","22921","methionine sulfoxide reductase B2",0.0538680394668116,6.67702925498715,0.230070604872429,0.820774075557067,0.942912585687527,-6.77524046560103
"2450","TC1000007081.hg.1","PDSS1","23590","decaprenyl diphosphate synthase subunit 1",0.428581714411796,7.80899761650793,2.25903923391615,0.0372641857020023,0.168233633695589,-4.47238844425602
"2451","TC1000007092.hg.1","MASTL","84930","microtubule associated serine/threonine kinase like",1.10849881652291,6.86779383557103,3.05401224317815,0.00715784297455258,0.0568185655452095,-2.92427900862408
"2452","TC1000007132.hg.1","BAMBI","25805","BMP and activin membrane bound inhibitor",0.893058839051215,5.74439273033768,3.91655335824728,0.00110533680906573,0.0162022787961786,-1.10911286987709
"2453","TC1000007199.hg.1","ZEB1","6935","zinc finger E-box binding homeobox 1",-0.535072570385803,4.52887193241572,-1.66401992889881,0.114374389123158,0.339603955396454,-5.4624098242308
"2454","TC1000007226.hg.1","CCDC7","79741","coiled-coil domain containing 7",-0.141319939527103,6.47901435308676,-0.482380173306884,0.635669395176713,0.859442558914343,-6.68203028608557
"2455","TC1000007272.hg.1","CREM","1390","cAMP responsive element modulator",0.105243749192098,8.06387475731917,0.212609062355568,0.834152592986344,0.947937882903029,-6.7792708442429
"2456","TC1000007337.hg.1","ZNF37A","7587","zinc finger protein 37A",-0.258003962776528,6.86140658261768,-1.30023564872753,0.210819714740901,0.491700361873037,-5.96044068704616
"2457","TC1000007404.hg.1","CSGALNACT2","55454","chondroitin sulfate N-acetylgalactosaminyltransferase 2",0.213438267073412,9.37273652485426,1.2261010269491,0.236823088141986,0.527894390892049,-6.04989146184891
"2458","TC1000007461.hg.1","RASSF4","83937","Ras association domain family member 4",-0.0574112589767406,8.66570603813885,-0.191703723675304,0.850238397988414,0.954267992305277,-6.78368000931783
"2459","TC1000007462.hg.1","ZNF22","7570","zinc finger protein 22",-0.0314616913709145,6.19432842307989,-0.155788917986719,0.878028693453982,0.963550993674654,-6.79019434343015
"2460","TC1000007564.hg.1","MAPK8","5599","mitogen-activated protein kinase 8",0.270483556628514,8.12201329802265,1.30898262097243,0.207905689309806,0.48824782638475,-5.94960230403015
"2461","TC1000007619.hg.1","ASAH2B","653308","N-acylsphingosine amidohydrolase 2B",1.54607822162486,3.71850616542066,6.43615534017999,6.05770872643697e-06,0.000452569464852517,4.05934144728316
"2462","TC1000007641.hg.1","DKK1","22943","dickkopf WNT signaling pathway inhibitor 1",0.215244582065159,3.23323198627873,0.803908849305529,0.432513832216957,0.732773983478034,-6.47125022311934
"2463","TC1000007678.hg.1","MTRNR2L5","100463289","MT-RNR2 like 5",0.190252197078308,4.22244909703654,0.676871022719838,0.507566303342113,0.784544027040415,-6.56649780540756
"2464","TC1000007698.hg.1","CISD1","55847","CDGSH iron sulfur domain 1",-0.199655787960692,5.89620384080829,-1.02368709014816,0.320286391503263,0.628097614497508,-6.27126192162704
"2465","TC1000007700.hg.1","UBE2D1","7321","ubiquitin conjugating enzyme E2 D1",0.647488178720479,10.5469755877861,3.92083712360464,0.00109509899438476,0.0161031699745721,-1.09997456521308
"2466","TC1000007748.hg.1","CDK1","983","cyclin dependent kinase 1",-0.134643773412545,5.12537834410785,-0.556480241260851,0.585111823450192,0.833406508678134,-6.64241363474744
"2467","TC1000007761.hg.1","ARID5B","84159","AT-rich interaction domain 5B",0.67450367111122,8.5193460573746,1.84840225435575,0.0819611122932543,0.27630558380084,-5.1763436239393
"2468","TC1000007876.hg.1","DDX21","9188","DExD-box helicase 21",0.0834807495026038,10.1912544775828,0.458290660425676,0.652529900371175,0.867883079494688,-6.69372616987567
"2469","TC1000007895.hg.1","TSPAN15","23555","tetraspanin 15",-0.545914419167951,4.56469234103999,-1.7251120902799,0.102582142927284,0.318258865397977,-5.36993505295147
"2470","TC1000007913.hg.1","H2AFY2","55506","H2A histone family member Y2",0.254749135643303,5.13048473544568,0.686854066355449,0.501409007375993,0.77939251294829,-6.55956992196713
"2471","TC1000007950.hg.1","UNC5B","219699","unc-5 netrin receptor B",0.190006601875027,6.23745264930085,0.672943239680097,0.51000067922389,0.785671538079407,-6.56919722070923
"2472","TC1000007954.hg.1","SLC29A3","55315","solute carrier family 29 member 3",-0.921440092197102,6.67285605974335,-3.40500453691126,0.0033588337162807,0.0341186793285356,-2.19448840859921
"2473","TC1000007990.hg.1","DDIT4","54541","DNA damage inducible transcript 4",-0.0554651933681676,8.51389060483213,-0.281541289084496,0.781683118540037,0.925573891792462,-6.76152417131142
"2474","TC1000008005.hg.1","MCU","90550","mitochondrial calcium uniporter",-0.451883596081633,7.11549002692228,-2.32467670524598,0.0326895912391162,0.156101223319161,-4.35255870995185
"2475","TC1000008054.hg.1","PLAU","5328","plasminogen activator, urokinase",-0.479306448335864,8.67293290906387,-1.93095840769166,0.0702855873119028,0.249244939916049,-5.04178579115705
"2476","TC1000008063.hg.1","ADK","132","adenosine kinase",0.0351125040549487,7.58973463642639,0.129441485431619,0.898522821565185,0.969249583020479,-6.79411936736489
"2477","TC1000008182.hg.1","ZMIZ1","57178","zinc finger MIZ-type containing 1",-0.884216515957364,9.32250086471505,-4.93163228867967,0.000125350433642224,0.00349773017247459,1.04326594942393
"2478","TC1000008193.hg.1","PPIF","10105","peptidylprolyl isomerase F",-0.819193973403555,11.1891511331283,-5.02369982306744,0.000103327606366226,0.00311700899500545,1.23528532203508
"2479","TC1000008221.hg.1","TMEM254","80195","transmembrane protein 254",-0.246302829119617,7.11640031985318,-1.02077820842544,0.32162347690501,0.628596845422348,-6.27419006317586
"2480","TC1000008234.hg.1","PRXL2A","84293","peroxiredoxin like 2A",-0.115368857327571,6.17804434457119,-0.251199211226255,0.804662015875109,0.934125491977807,-6.76994135240049
"2481","TC1000008315.hg.1","BMPR1A","657","bone morphogenetic protein receptor type 1A",-0.297722334694342,4.31035521566266,-0.726401981462253,0.477445436690461,0.76470513926356,-6.53118523155435
"2482","TC1000008354.hg.1","PAPSS2","9060","3'-phosphoadenosine 5'-phosphosulfate synthase 2",0.152260130011135,7.36204692128771,0.596298463221001,0.558808980132192,0.818079391900225,-6.61887545444995
"2483","TC1000008382.hg.1","LIPN","643418","lipase family member N",0.561888285675864,7.25396582396968,1.2179861290195,0.23981374831511,0.532089495063817,-6.05941762564034
"2484","TC1000008383.hg.1","LIPM","340654","lipase family member M",0.274857282919388,2.78268517973544,0.911144818786471,0.374919335272812,0.686956630135943,-6.37911483563062
"2485","TC1000008388.hg.1","FAS","355","Fas cell surface death receptor",0.801007688588622,7.50898470461284,3.60319039985468,0.00218445854099615,0.0260409403073792,-1.77593523894867
"2486","TC1000008396.hg.1","IFIT2","3433","interferon induced protein with tetratricopeptide repeats 2",3.85721256336298,9.96861498426069,11.1177060724107,3.09948650581055e-09,1.79460268686431e-06,11.4848912539134
"2487","TC1000008397.hg.1","IFIT3","3437","interferon induced protein with tetratricopeptide repeats 3",3.33766855579003,10.2691008157267,11.2400003076012,2.62719790806546e-09,1.79460268686431e-06,11.642602911303
"2488","TC1000008400.hg.1","IFIT1","3434","interferon induced protein with tetratricopeptide repeats 1",3.49883400548992,8.95377092376479,7.87437754913474,4.43014241491038e-07,5.54605936915267e-05,6.65431564811004
"2489","TC1000008401.hg.1","IFIT5","24138","interferon induced protein with tetratricopeptide repeats 5",2.16253911408979,7.23941567144786,7.74643386706899,5.52828987476299e-07,6.7386943947111e-05,6.4354517606537
"2490","TC1000008435.hg.1","HECTD2","143279","HECT domain E3 ubiquitin protein ligase 2",0.357751579880992,5.91564069940998,1.72908749518563,0.101852624828049,0.31663178402921,-5.36383630324786
"2491","TC1000008471.hg.1","KIF11","3832","kinesin family member 11",-0.363699451305671,5.04736682684266,-1.08305317489479,0.293861603807093,0.602019880068313,-6.2099071837876
"2492","TC1000008482.hg.1","CEP55","55165","centrosomal protein 55",-0.182848307595914,4.42625274878721,-0.516546274127511,0.61210668901081,0.849661215830377,-6.66444399199003
"2493","TC1000008529.hg.1","CCNJ","54619","cyclin J",0.822729584202951,8.26904675600715,3.37789152924321,0.00356204990157646,0.035330653413495,-2.2514552644433
"2494","TC1000008558.hg.1","LCOR","84458","ligand dependent nuclear receptor corepressor",-0.0840131764309753,6.89770477139885,-0.413668083890548,0.6842729451731,0.883593529752093,-6.71384497441579
"2495","TC1000008568.hg.1","FRAT1","10023","FRAT regulator of WNT signaling pathway 1",0.200943463064812,4.90499748003638,0.712199627399873,0.485971831368943,0.773042761520283,-6.54155087723459
"2496","TC1000008574.hg.1","PGAM1","5223","phosphoglycerate mutase 1",0.209923841573815,9.35641561265512,1.14270525493056,0.26895115473267,0.571214644769674,-6.1452389142196
"2497","TC1000008585.hg.1","MARVELD1","83742","MARVEL domain containing 1",-0.0762729477404012,6.25586672434863,-0.309797293330607,0.760468801483357,0.9183604746266,-6.752831947753
"2498","TC1000008591.hg.1","GOLGA7B","401647","golgin A7 family member B",-0.382279312186534,3.50397278070677,-1.41288785419393,0.17568056983756,0.445891725746619,-5.81639194040502
"2499","TC1000008643.hg.1","SCD","6319","stearoyl-CoA desaturase",-0.323709850732815,8.94333442984726,-1.43360661905822,0.169765781874438,0.436137050273099,-5.78886618277164
"2500","TC1000008665.hg.1","TWNK","56652","twinkle mtDNA helicase",-0.636589351974709,5.74555818731716,-2.66615899530002,0.0162535225410127,0.0982520779775375,-3.70313831758137
"2501","TC1000008666.hg.1","LZTS2","84445","leucine zipper tumor suppressor 2",-0.504449351560229,5.25004057762011,-2.10754832161237,0.0501716731468171,0.20051353754621,-4.74177084327156
"2502","TC1000008668.hg.1","SFXN3","81855","sideroflexin 3",-0.29695659419729,8.67163397332516,-1.64250168904893,0.118796378471587,0.347389409772974,-5.49441417932078
"2503","TC1000008670.hg.1","TLX1","3195","T cell leukemia homeobox 1",0.288119863931958,4.03016768689415,1.32171076996996,0.203722317942366,0.482759393860271,-5.93372518158614
"2504","TC1000008684.hg.1","BTRC","8945","beta-transducin repeat containing E3 ubiquitin protein ligase",-0.241223387916089,6.5554847937177,-1.24100127565764,0.231406685120551,0.519593744933015,-6.03226243830592
"2505","TC1000008712.hg.1","PPRC1","23082","PPARG related coactivator 1",-0.515089535001241,7.92388662320434,-2.91228676551909,0.00968316919643494,0.0701662180474047,-3.2129742944881
"2506","TC1000008727.hg.1","NFKB2","4791","nuclear factor kappa B subunit 2",0.42261854387811,9.84903551806417,2.16877909597813,0.0445269233320228,0.188872444023745,-4.63414695802668
"2507","TC1000008733.hg.1","MFSD13A","79847","major facilitator superfamily domain containing 13A",-0.32203627366448,7.66082919368236,-1.19374660778814,0.24891967313873,0.543353405267953,-6.08755616269195
"2508","TC1000008736.hg.1","SUFU","51684","SUFU negative regulator of hedgehog signaling",-0.600446853617814,5.27170902856572,-2.55550508535867,0.0204423346155633,0.112981411026793,-3.91794257389908
"2509","TC1000008744.hg.1","TRIM8","81603","tripartite motif containing 8",-0.15094378571929,6.8716042246565,-0.62651946257951,0.539271433405252,0.803960501941785,-6.59997077970865
"2510","TC1000008749.hg.1","SFXN2","118980","sideroflexin 2",-0.300415136762742,5.30064432208928,-1.06899318749763,0.29997168756472,0.606490116455601,-6.22471145508503
"2511","TC1000008776.hg.1","NEURL1","9148","neuralized E3 ubiquitin protein ligase 1",0.516899691754745,4.63385373192376,2.2741656281629,0.0361601089965376,0.16518108961732,-4.44493275907966
"2512","TC1000008798.hg.1","SFR1","119392","SWI5 dependent homologous recombination repair protein 1",0.739082737656977,8.10267910007671,4.13372436362748,0.000690125507091065,0.0120437017333887,-0.645684123648604
"2513","TC1000008806.hg.1","CFAP58","159686","cilia and flagella associated protein 58",0.38261328019808,3.19203679954554,1.8616111859256,0.0799846312241191,0.272018217202731,-5.15507230928857
"2514","TC1000008891.hg.1","DUSP5","1847","dual specificity phosphatase 5",1.98260253477209,9.50866930421964,7.6873560954775,6.12792510333573e-07,7.27808950734644e-05,6.33360882802133
"2515","TC1000008942.hg.1","TCF7L2","6934","transcription factor 7 like 2",0.13071041889765,6.93933914199931,0.554243239664977,0.58660797396713,0.833873057616694,-6.64368957189174
"2516","TC1000008954.hg.1","CASP7","840","caspase 7",0.613653248022366,7.31215525219038,1.77568676973914,0.0936315544044551,0.299310807454407,-5.29162390186406
"2517","TC1000009007.hg.1","PNLIPRP2","5408","pancreatic lipase related protein 2 (gene/pseudogene)",-0.0219593083083245,3.89799331778758,-0.0838573873224604,0.934146371615934,0.980867604845079,-6.79920016704043
"2518","TC1000009067.hg.1","GRK5","2869","G protein-coupled receptor kinase 5",0.0714887716660932,5.29819161616972,0.304099628785107,0.764731396422683,0.9183604746266,-6.75465083952109
"2519","TC1000009090.hg.1","BAG3","9531","BCL2 associated athanogene 3",0.167074926458998,10.4823904839857,0.605170373570439,0.553034685112177,0.814517221443435,-6.61341837954436
"2520","TC1000009092.hg.1","INPP5F","22876","inositol polyphosphate-5-phosphatase F",-0.441396856025003,5.98599150244572,-1.87148147807219,0.0785353722012902,0.269024387408184,-5.13911249024269
"2521","TC1000009152.hg.1","HTRA1","5654","HtrA serine peptidase 1",-0.393034889154578,6.41914274031743,-0.925436567888887,0.367650686133248,0.679823544179322,-6.3660437965857
"2522","TC1000009248.hg.1","FANK1","92565","fibronectin type III and ankyrin repeat domains 1",0.38953573437715,4.47092785477871,1.59289608945533,0.129548905256179,0.369274171782535,-5.56703757842178
"2523","TC1000009276.hg.1","DOCK1","1793","dedicator of cytokinesis 1",-0.137906554793402,5.23301098150042,-0.60450545346511,0.553466341964096,0.814679816006682,-6.6138300449053
"2524","TC1000009296.hg.1","PTPRE","5791","protein tyrosine phosphatase receptor type E",-0.0231223218320169,8.08735930244634,-0.158838694100689,0.87566190307209,0.96256835999975,-6.7896933132308
"2525","TC1000009387.hg.1","PPP2R2D","55844","protein phosphatase 2 regulatory subunit Bdelta",0.14810970415894,7.52596763034774,0.943498430743271,0.358602299570312,0.667622930711288,-6.34926214697006
"2526","TC1000009400.hg.1","LRRC27","80313","leucine rich repeat containing 27",0.0426991166634565,5.00283693706171,0.206890895803614,0.838545302700435,0.949900181488974,-6.78052194580462
"2527","TC1000009536.hg.1","IDI1","3422","isopentenyl-diphosphate delta isomerase 1",0.200631820210107,9.09985750538097,0.804935129324032,0.431937276920491,0.732064934758769,-6.47041876094897
"2528","TC1000009685.hg.1","ANKRD16","54522","ankyrin repeat domain 16",-0.39578011741824,3.79186896613403,-1.58129650447657,0.132178886338893,0.374695594566556,-5.58378336547193
"2529","TC1000009691.hg.1","IL2RA","3559","interleukin 2 receptor subunit alpha",1.10551002458999,7.44265254680303,2.22513080966091,0.0398535717850232,0.176146702775026,-4.5335784829064
"2530","TC1000009839.hg.1","UCMA","221044","upper zone of growth plate and cartilage matrix associated",0.00254422873692839,4.47941861647363,0.0100373057953469,0.992108013596306,0.999598054610744,-6.80282393385898
"2531","TC1000009841.hg.1","PHYH","5264","phytanoyl-CoA 2-hydroxylase",-0.101787814147403,7.03748585666382,-0.377112172334451,0.710742062046145,0.896042582589519,-6.72882216062462
"2532","TC1000009851.hg.1","FRMD4A","55691","FERM domain containing 4A",-0.328431788814644,7.79679331043809,-0.921073434938607,0.369859529515622,0.682002126081353,-6.37005376656149
"2533","TC1000009863.hg.1","FAM107B","83641","family with sequence similarity 107 member B",0.560749659255745,8.49948286516566,3.63263338182568,0.00204903472463099,0.024976654853923,-1.71348709957171
"2534","TC1000009873.hg.1","DCLRE1C","64421","DNA cross-link repair 1C",-0.226513859543918,7.16402067731478,-1.10349599765541,0.285140795024093,0.592627679092863,-6.18808258266275
"2535","TC1000009880.hg.1","NMT2","9397","N-myristoyltransferase 2",-0.619308443477276,6.85946308017399,-2.12680562499834,0.0483295111639949,0.197409431844466,-4.70811289761734
"2536","TC1000009905.hg.1","C1QL3","389941","complement C1q like 3",-0.328271287542007,3.42026980396039,-1.42198090263623,0.173064360722461,0.440616987513542,-5.80435016924042
"2537","TC1000009920.hg.1","VIM-AS1","100507347","VIM antisense RNA 1",0.996559554143676,7.33618371997845,3.38011453367827,0.00354494004711294,0.0353121769854347,-2.24678760974377
"2538","TC1000010071.hg.1","ENKUR","219670","enkurin, TRPC channel interacting protein",0.121373231640357,2.62514346690436,0.593299167758555,0.560768274274649,0.819652460220945,-6.62070283595162
"2539","TC1000010117.hg.1","ACBD5","91452","acyl-CoA binding domain containing 5",-0.303899823727845,7.43359256072599,-1.50690077491338,0.150136563163564,0.407437338305319,-5.68900292353839
"2540","TC1000010172.hg.1","SVIL","6840","supervillin",0.37885789440945,6.62863371357319,0.823448409821143,0.421620212488611,0.723669735532277,-6.45525146829279
"2541","TC1000010239.hg.1","ARHGAP12","94134","Rho GTPase activating protein 12",-0.52394445986633,7.12475823173405,-2.39975049091733,0.0281013481388529,0.141207021296959,-4.21337149819505
"2542","TC1000010273.hg.1","NRP1","8829","neuropilin 1",-0.0854778627341073,10.4255971310693,-0.42136452135954,0.67875221685213,0.880666741865285,-6.71051869425505
"2543","TC1000010367.hg.1","ZNF25","219749","zinc finger protein 25",-0.244418585850655,5.72758674349025,-1.02047661804678,0.321762331713382,0.628596845422348,-6.2744932293357
"2544","TC1000010497.hg.1","MARCH8","220972","membrane associated ring-CH-type finger 8",-0.666606736942557,6.30388137289424,-3.19159659084221,0.00532692439283336,0.0467966845797579,-2.64039849741395
"2545","TC1000010593.hg.1","TMEM273","170371","transmembrane protein 273",-0.462668252332323,7.58047922640162,-2.23005919489845,0.0394671602004567,0.175107170544555,-4.52471587649187
"2546","TC1000010621.hg.1","ASAH2","56624","N-acylsphingosine amidohydrolase 2",1.33605113272868,3.20084604162415,6.63986831764667,4.11165592457994e-06,0.000340092682904541,4.44488607555082
"2547","TC1000010651.hg.1","CSTF2T","23283","cleavage stimulation factor subunit 2 tau variant",0.0365404943808629,5.83066451382515,0.176053647212788,0.862325549565141,0.958783472296143,-6.7866836102222
"2548","TC1000010686.hg.1","ZWINT","11130","ZW10 interacting kinetochore protein",-0.00171439569043219,5.57211624663652,-0.00595146754301484,0.995320512967529,0.999598054610744,-6.80285809490391
"2549","TC1000010724.hg.1","MRLN","100507027","myoregulin",-0.0915076812621916,2.48819408351513,-0.380963722646116,0.707934536910349,0.894477025359721,-6.7273082613344
"2550","TC1000010737.hg.1","RHOBTB1","9886","Rho related BTB domain containing 1",-0.229071822192859,5.33634028382266,-0.683029806916733,0.503762611363887,0.780601239039099,-6.56223516465046
"2551","TC1000010744.hg.1","TMEM26","219623","transmembrane protein 26",0.0275908487938938,5.3994023238966,0.0716104358168699,0.943745089247523,0.984112393830375,-6.80019545423252
"2552","TC1000010758.hg.1","RTKN2","219790","rhotekin 2",0.0487093408918389,4.43785046945666,0.13683762910162,0.892761681653193,0.966936199535736,-6.79309058853541
"2553","TC1000010768.hg.1","EGR2","1959","early growth response 2",-0.591523694717953,8.89682559530539,-2.26333240175114,0.0369476917354463,0.167130574334558,-4.46460585448983
"2554","TC1000010909.hg.1","AIFM2","84883","apoptosis inducing factor mitochondria associated 2",-0.355891531886861,5.44164980113267,-1.28247910700619,0.216834142490796,0.501185503002679,-5.98225983722768
"2555","TC1000010930.hg.1","PCBD1","5092","pterin-4 alpha-carbinolamine dehydratase 1",-0.18626640409277,8.18820198670756,-0.794982319718217,0.437549133427112,0.736188734483975,-6.47844077319117
"2556","TC1000011005.hg.1","P4HA1","5033","prolyl 4-hydroxylase subunit alpha 1",-0.0265460074987054,9.2962876064698,-0.121958387531875,0.90435763162852,0.970877229147324,-6.79510219109603
"2557","TC1000011026.hg.1","USP54","159195","ubiquitin specific peptidase 54",-0.483966848848485,4.46145262039598,-2.25584385525012,0.0375013792154283,0.168810873202977,-4.47817587354531
"2558","TC1000011029.hg.1","SYNPO2L","79933","synaptopodin 2 like",0.028773731373342,3.73493918551046,0.0938517878608277,0.926320779151093,0.977829956478547,-6.79827184407847
"2559","TC1000011040.hg.1","CAMK2G","818","calcium/calmodulin dependent protein kinase II gamma",-0.504691989514073,6.18619497354102,-2.22775449925492,0.0396474276024742,0.175421663916311,-4.52886168309518
"2560","TC1000011114.hg.1","KCNMA1","3778","potassium calcium-activated channel subfamily M alpha 1",0.320388348755721,6.36936188756134,0.39745834863925,0.695960369654707,0.888354494898774,-6.72065392149348
"2561","TC1000011363.hg.1","RNLS","55328","renalase, FAD dependent amine oxidase",0.50181514392891,5.59058814724608,1.45612576106604,0.163522552932631,0.426004761070837,-5.75859384584941
